timestamp,#job,#traffic,#happythanksgiving,#hawks,#blackfriday
2018-11-23 04:46:08,2230,110,1157,1,412
2018-11-23 04:46:10,2230,110,1157,1,412
2018-11-23 04:46:12,2231,110,1157,1,412
2018-11-23 04:46:14,2231,110,1157,1,412
2018-11-23 04:46:16,2231,110,1157,1,412
2018-11-23 04:46:18,2231,110,1157,1,412
2018-11-23 04:46:20,2231,110,1157,1,412
2018-11-23 04:46:22,2231,110,1157,1,412
2018-11-23 04:46:24,2231,110,1157,1,412
2018-11-23 04:46:26,2231,110,1157,1,412
2018-11-23 04:46:28,2231,110,1157,1,412
2018-11-23 04:46:30,2232,110,1157,1,412
2018-11-23 04:46:32,2232,110,1157,1,412
2018-11-23 04:46:34,2232,110,1157,1,412
2018-11-23 04:46:36,2232,110,1157,1,412
2018-11-23 04:46:38,2232,110,1157,1,412
2018-11-23 04:46:40,2232,110,1157,1,412
2018-11-23 04:46:42,2232,110,1157,1,412
2018-11-23 04:46:44,2232,110,1157,1,412
2018-11-23 04:46:46,2232,110,1157,1,412
2018-11-23 04:46:48,2232,110,1157,1,412
2018-11-23 04:46:50,2232,110,1158,1,412
2018-11-23 04:46:52,2232,110,1158,1,412
2018-11-23 04:46:54,2232,110,1158,1,412
2018-11-23 04:46:56,2232,110,1158,1,412
2018-11-23 04:46:58,2233,110,1158,1,412
2018-11-23 04:47:00,2233,110,1158,1,412
2018-11-23 04:47:02,2233,110,1158,1,412
2018-11-23 04:47:04,2233,110,1158,1,413
2018-11-23 04:47:06,2233,110,1158,1,413
2018-11-23 04:47:08,2233,110,1158,1,413
2018-11-23 04:47:10,2233,110,1158,1,413
2018-11-23 04:47:12,2233,110,1158,1,414
2018-11-23 04:47:14,2233,110,1158,1,414
2018-11-23 04:47:16,2233,110,1158,1,414
2018-11-23 04:47:18,2233,110,1158,1,414
2018-11-23 04:47:20,2233,110,1158,1,414
2018-11-23 04:47:22,2233,110,1158,1,414
2018-11-23 04:47:24,2233,110,1158,1,414
2018-11-23 04:47:26,2233,110,1158,1,415
2018-11-23 04:47:28,2233,110,1158,1,415
2018-11-23 04:47:30,2233,110,1158,1,415
2018-11-23 04:47:32,2233,110,1158,1,415
2018-11-23 04:47:34,2233,110,1158,1,415
2018-11-23 04:47:36,2233,110,1158,1,415
2018-11-23 04:47:38,2233,110,1158,1,415
2018-11-23 04:47:40,2233,110,1158,1,416
2018-11-23 04:47:42,2233,110,1158,1,416
2018-11-23 04:47:44,2233,110,1158,1,416
2018-11-23 04:47:46,2233,110,1158,1,416
2018-11-23 04:47:48,2233,110,1158,1,416
2018-11-23 04:47:50,2233,110,1158,1,416
2018-11-23 04:47:52,2233,110,1158,1,416
2018-11-23 04:47:54,2233,110,1158,1,416
2018-11-23 04:47:56,2233,110,1158,1,416
2018-11-23 04:47:58,2233,110,1158,1,416
2018-11-23 04:48:00,2233,110,1158,1,416
2018-11-23 04:48:02,2233,110,1158,1,416
2018-11-23 04:48:04,2233,110,1158,1,417
2018-11-23 04:48:06,2233,110,1158,1,417
2018-11-23 04:48:08,2234,110,1158,1,417
2018-11-23 04:48:10,2234,110,1158,1,417
2018-11-23 04:48:12,2234,110,1158,1,417
2018-11-23 04:48:14,2234,110,1158,1,417
2018-11-23 04:48:16,2234,110,1158,1,417
2018-11-23 04:48:18,2234,110,1158,1,417
2018-11-23 04:48:20,2234,110,1158,1,417
2018-11-23 04:48:22,2234,110,1158,1,417
2018-11-23 04:48:24,2234,110,1158,1,417
2018-11-23 04:48:26,2234,110,1158,1,417
2018-11-23 04:48:28,2234,110,1158,1,417
2018-11-23 04:48:30,2234,110,1158,1,417
2018-11-23 04:48:32,2234,110,1158,1,417
2018-11-23 04:48:34,2234,110,1158,1,418
2018-11-23 04:48:36,2234,110,1158,1,418
2018-11-23 04:48:38,2234,110,1158,1,418
2018-11-23 04:48:40,2234,110,1158,1,418
2018-11-23 04:48:42,2234,110,1158,1,418
2018-11-23 04:48:44,2234,110,1158,1,418
2018-11-23 04:48:46,2234,110,1158,1,418
2018-11-23 04:48:48,2234,110,1158,1,418
2018-11-23 04:48:50,2234,110,1158,1,418
2018-11-23 04:48:52,2234,110,1158,1,418
2018-11-23 04:48:54,2234,110,1158,1,418
2018-11-23 04:48:56,2234,110,1158,1,418
2018-11-23 04:48:58,2234,110,1158,1,418
2018-11-23 04:49:00,2234,110,1158,1,418
2018-11-23 04:49:02,2234,110,1158,1,418
2018-11-23 04:49:04,2234,110,1159,1,418
2018-11-23 04:49:06,2234,110,1159,1,418
2018-11-23 04:49:08,2234,110,1159,1,418
2018-11-23 04:49:10,2234,110,1159,1,418
2018-11-23 04:49:12,2234,110,1159,1,418
2018-11-23 04:49:14,2234,110,1159,1,418
2018-11-23 04:49:16,2234,110,1159,1,418
2018-11-23 04:49:18,2236,110,1159,1,418
2018-11-23 04:49:20,2236,110,1159,1,418
2018-11-23 04:49:22,2236,110,1159,1,418
2018-11-23 04:49:24,2236,110,1159,1,418
2018-11-23 04:49:26,2236,110,1159,1,418
2018-11-23 04:49:28,2236,110,1159,1,418
2018-11-23 04:49:30,2236,110,1159,1,418
2018-11-23 04:49:32,2236,110,1159,1,418
2018-11-23 04:49:34,2236,110,1159,1,418
2018-11-23 04:49:36,2236,110,1159,1,418
2018-11-23 04:49:38,2236,110,1159,1,418
2018-11-23 04:49:40,2236,110,1159,1,418
2018-11-23 04:49:42,2236,110,1159,1,419
2018-11-23 04:49:44,2236,110,1159,1,419
2018-11-23 04:49:46,2236,110,1159,1,419
2018-11-23 04:49:48,2236,110,1159,1,419
2018-11-23 04:49:50,2236,110,1159,1,419
2018-11-23 04:49:52,2236,110,1159,1,419
2018-11-23 04:49:54,2236,110,1159,1,419
2018-11-23 04:49:56,2236,110,1159,1,419
2018-11-23 04:49:58,2236,110,1159,1,419
2018-11-23 04:50:00,2236,110,1159,1,419
2018-11-23 04:50:02,2236,110,1159,1,419
2018-11-23 04:50:04,2236,110,1159,1,419
2018-11-23 04:50:06,2236,110,1159,1,419
2018-11-23 04:50:08,2236,110,1159,1,419
2018-11-23 04:50:10,2236,110,1159,1,419
2018-11-23 04:50:12,2236,110,1159,1,419
2018-11-23 04:50:14,2236,110,1160,1,419
2018-11-23 04:50:16,2236,110,1160,1,420
2018-11-23 04:50:18,2236,110,1160,1,420
2018-11-23 04:50:20,2236,110,1160,1,420
2018-11-23 04:50:22,2236,110,1160,1,420
2018-11-23 04:50:24,2237,110,1161,1,420
2018-11-23 04:50:26,2237,110,1161,1,420
2018-11-23 04:50:28,2237,110,1161,1,420
2018-11-23 04:50:30,2237,110,1161,1,420
