timestamp,microsoft_pos,microsoft_neu,microsoft_neg,logitech_pos,logitech_neu,logitech_neg,nvidia_pos,nvidia_neu,nvidia_neg,leagueoflegends_pos,leagueoflegends_neu,leagueoflegends_neg,apple_pos,apple_neu,apple_neg
2018-11-22 06:47:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-22 06:47:02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-22 06:47:04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-22 06:47:06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-22 06:47:08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-22 06:47:10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-22 06:47:12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-22 06:47:14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-22 06:47:16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-22 06:47:18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-22 06:47:20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-22 06:47:22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-22 06:47:24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-22 06:47:26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-22 06:47:28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-22 06:47:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-22 06:47:32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-22 06:47:34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-22 06:47:36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-22 06:47:38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-22 06:47:40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-22 06:47:42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-22 06:47:44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-22 06:47:46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-22 06:47:48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-22 06:47:50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-22 06:47:52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-22 06:47:54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-22 06:47:56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-22 06:47:58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-22 06:48:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-22 06:48:02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-22 06:48:04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-22 06:48:06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-22 06:48:08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-22 06:48:10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-22 06:48:12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-22 06:48:14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-22 06:48:16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-22 06:48:18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-22 06:48:20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-22 06:48:22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-22 06:48:24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-22 06:48:26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-22 06:48:28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-22 06:48:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-22 06:48:32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-22 06:48:34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-22 06:48:36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-22 06:48:38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-22 06:48:40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-22 06:48:42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-22 06:48:44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-22 06:48:46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-22 06:48:48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-22 06:48:50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-22 06:48:52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-22 06:48:54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-22 06:48:56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-22 06:48:58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-22 06:49:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-22 06:49:02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-22 06:49:04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-22 06:49:06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-22 06:49:08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-22 06:49:10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-22 06:49:12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-22 06:49:14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-22 06:49:16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-22 06:49:18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-22 06:49:20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-22 06:49:22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-22 06:49:24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-22 06:49:26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-22 06:49:28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-22 06:49:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-22 06:49:32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-22 06:49:34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-22 06:49:36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-22 06:49:38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-22 06:49:40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-22 06:49:42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-22 06:49:44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-22 06:49:46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-22 06:49:48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-22 06:49:50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-22 06:49:52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-22 06:49:54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-22 06:49:56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-22 06:49:58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-22 06:50:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-22 06:50:02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-22 06:50:04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-22 06:50:06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-22 06:50:08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-22 06:50:10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-22 06:50:12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-22 06:50:14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-22 06:50:16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-22 06:50:18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-22 06:50:20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-22 06:50:22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-22 06:50:24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-22 06:50:26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-22 06:50:28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-22 06:50:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-22 06:50:32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-22 06:50:34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-22 06:50:36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-22 06:50:38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-22 06:50:40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-22 06:50:42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-22 06:50:44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-22 06:50:46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-22 06:50:48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-22 06:50:50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-22 06:50:52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-22 06:50:54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-22 06:50:56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-22 06:50:58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-22 06:51:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-22 06:51:02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-22 06:51:04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-22 06:51:06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-22 06:51:08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-22 06:51:10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-22 06:51:12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-22 06:51:14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-22 06:51:16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-22 06:51:18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-22 06:51:20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-22 06:51:22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-22 06:51:24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-22 06:51:26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-22 06:51:28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-22 06:51:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-22 06:51:32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-22 06:51:34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-22 06:51:36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-22 06:51:38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-22 06:51:40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-22 06:51:42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-22 06:51:44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-22 06:51:46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-22 06:51:48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-22 06:51:50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-22 06:51:52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-22 06:51:54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-22 06:51:56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-22 06:51:58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-22 06:52:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-22 06:52:02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-22 06:52:04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-22 06:52:06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-22 06:52:08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-22 06:52:10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-22 06:52:12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-22 06:52:14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-22 06:52:16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-22 06:52:18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-22 06:52:20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-22 06:52:22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-22 06:52:24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-22 06:52:26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-22 06:52:28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-22 06:52:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-22 06:52:32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-22 06:52:34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-22 06:52:36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-22 06:52:38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-22 06:52:40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-22 06:52:42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-22 06:52:44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-22 06:52:46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-22 06:52:48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-22 06:52:50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-22 06:52:52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-22 06:52:54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-22 06:52:56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-22 06:52:58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-22 06:53:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-22 06:53:02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-22 06:53:04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-22 06:53:06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-22 06:53:08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-22 06:53:10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-22 06:53:12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-22 06:53:14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-22 06:53:16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-22 06:53:18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-22 06:53:20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-22 06:53:22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-22 06:53:24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-22 06:53:26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-22 06:53:28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-22 06:53:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-22 06:53:32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-22 06:53:34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-22 06:53:36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-22 06:53:38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-22 06:53:40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-22 06:53:42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-22 06:53:44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-22 06:53:46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-22 06:53:48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-22 06:53:50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-22 06:53:52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-22 06:53:54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-22 06:53:56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-22 06:53:58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-22 06:54:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-22 06:54:02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-22 06:54:04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-22 06:54:06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-22 06:54:08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-22 06:54:10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-22 06:54:12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-22 06:54:14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-22 06:54:16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-22 06:54:18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-22 06:54:20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-22 06:54:22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-22 06:54:24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-22 06:54:26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-22 06:54:28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-22 06:54:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-22 06:54:32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-22 06:54:34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-22 06:54:36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-22 06:54:38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-22 06:54:40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-22 06:54:42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-22 06:54:44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-22 06:54:46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-22 06:54:48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-22 06:54:50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-22 06:54:52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-22 06:54:54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-22 06:54:56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-22 06:54:58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-22 06:55:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-22 06:55:02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-22 06:55:04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-22 06:55:06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-22 06:55:08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-22 06:55:10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-22 06:55:12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-22 06:55:14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-22 06:55:16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-22 06:55:18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-22 06:55:20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-22 06:55:22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-22 06:55:24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-22 06:55:26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-22 06:55:28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-22 06:55:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-22 06:55:32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-22 06:55:34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-22 06:55:36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-22 06:55:38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-22 06:55:40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-22 06:55:42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-22 06:55:44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-22 06:55:46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-22 06:55:48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-22 06:55:50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-22 06:55:52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-22 06:55:54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-22 06:55:56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-22 06:55:58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-22 06:56:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-22 06:56:02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-22 06:56:04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-22 06:56:06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-22 06:56:08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-22 06:56:10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-22 06:56:12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-22 06:56:14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-22 06:56:16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-22 06:56:18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-22 06:56:20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-22 06:56:22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-22 06:56:24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-22 06:56:26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-22 06:56:28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-22 06:56:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-22 06:56:32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-22 06:56:34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-22 06:56:36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-22 06:56:38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-22 06:56:40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-22 06:56:42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-22 06:56:44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-22 06:56:46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-22 06:56:48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-22 06:56:50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-22 06:56:52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-22 06:56:54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-22 06:56:56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
