@relation auto-analyze-full

@attribute ID numeric
@attribute neg numeric
@attribute neu numeric
@attribute pos numeric
@attribute compound numeric
@attribute class {negative,positive,neutral}

@data
54163,0.037,0.589,0.374,0.9308,positive
60208,0.037,0.834,0.128,0.9208,positive
44095,0.097,0.774,0.129,0.4556,positive
38611,0,0.84,0.16,0.9266,positive
42637,0,0.823,0.177,0.9571,positive
29563,0,0.829,0.171,0.9441,positive
54158,0.09,0.739,0.172,0.8434,positive
44826,0.044,0.845,0.111,0.9079,neutral
42046,0.074,0.655,0.271,0.7665,positive
55710,0,0.811,0.189,0.6808,positive
32349,0.027,0.858,0.115,0.9279,neutral
60354,0.028,0.713,0.259,0.9594,positive
2125,0.013,0.766,0.221,0.9883,positive
35440,0,0.729,0.271,0.8553,positive
43593,0.061,0.725,0.214,0.9511,positive
2576,0,0.684,0.316,0.8775,positive
44288,0.041,0.826,0.133,0.9268,neutral
36088,0,0.755,0.245,0.9186,positive
47790,0,0.637,0.363,0.9136,neutral
27018,0.128,0.768,0.104,-0.5591,negative
8761,0.086,0.914,0,-0.2222,negative
40419,0.186,0.814,0,-0.5873,negative
8457,0.109,0.891,0,-0.2411,negative
55006,0.033,0.885,0.081,0.6507,positive
9681,0.076,0.696,0.228,0.8597,neutral
7611,0.173,0.656,0.171,-0.0258,negative
60786,0.02,0.807,0.173,0.9754,positive
59723,0.012,0.856,0.132,0.9144,positive
64250,0.218,0.644,0.138,-0.7116,positive
49026,0.05,0.826,0.125,0.8718,neutral
70060,0,0.52,0.48,0.9177,positive
27763,0.055,0.742,0.203,0.914,positive
7770,0.018,0.868,0.114,0.8817,positive
46834,0.034,0.674,0.292,0.9903,neutral
8068,0.032,0.874,0.094,0.5,neutral
70327,0,0.737,0.263,0.9642,positive
51004,0.037,0.87,0.093,0.8978,neutral
36801,0.045,0.697,0.258,0.886,positive
13014,0.103,0.766,0.131,0.4873,positive
19670,0.116,0.62,0.264,0.9003,negative
55565,0.04,0.879,0.08,0.4293,positive
33226,0.042,0.877,0.081,0.4216,negative
60807,0.085,0.703,0.212,0.9468,positive
28213,0.184,0.739,0.078,-0.8842,negative
39022,0,0.85,0.15,0.9406,neutral
35527,0.079,0.795,0.126,0.6235,neutral
24304,0.067,0.825,0.108,0.5709,positive
9479,0,0.816,0.184,0.6209,negative
25952,0.126,0.787,0.087,0.012,neutral
69892,0,0.763,0.237,0.9344,negative
59364,0.061,0.579,0.36,0.8967,positive
32356,0.092,0.908,0,-0.374,neutral
39279,0.076,0.782,0.142,0.8741,negative
69385,0,0.715,0.285,0.9862,positive
30737,0,0.793,0.207,0.9531,positive
42968,0.114,0.886,0,-0.4767,negative
21629,0.137,0.791,0.072,-0.6168,negative
28504,0.035,0.849,0.116,0.8574,negative
70808,0,0.73,0.27,0.959,positive
3284,0,0.885,0.115,0.8045,negative
23797,0,0.753,0.247,0.9782,positive
6592,0,0.763,0.237,0.9579,positive
22980,0.139,0.861,0,-0.9649,negative
9698,0.146,0.743,0.111,-0.3983,neutral
26813,0.132,0.868,0,-0.4939,negative
8184,0.099,0.723,0.178,0.832,negative
7385,0.121,0.792,0.087,-0.5619,negative
24176,0.196,0.702,0.102,-0.397,negative
60745,0.019,0.784,0.197,0.9279,positive
59917,0,0.572,0.428,0.8883,positive
13619,0,0.802,0.198,0.9622,positive
24137,0,0.92,0.08,0.4939,negative
65755,0.04,0.715,0.244,0.9027,positive
57111,0.027,0.807,0.166,0.9508,positive
41343,0.075,0.897,0.027,-0.5106,positive
59236,0,0.506,0.494,0.9396,positive
59888,0.083,0.737,0.18,0.9441,positive
33488,0.07,0.87,0.06,-0.1007,positive
45868,0,0.783,0.217,0.8555,positive
1963,0.049,0.696,0.255,0.8395,positive
58538,0.05,0.784,0.166,0.9473,positive
25089,0,0.72,0.28,0.9761,positive
26780,0.111,0.84,0.049,-0.6941,negative
43409,0.02,0.845,0.134,0.835,positive
12646,0.045,0.885,0.069,0.5191,positive
57551,0.033,0.857,0.11,0.7263,positive
51684,0.04,0.711,0.249,0.9677,positive
42477,0,0.797,0.203,0.9098,positive
38732,0.054,0.933,0.014,-0.7176,positive
71099,0.056,0.777,0.167,0.8964,positive
22361,0,0.952,0.048,0.2732,negative
16601,0.036,0.795,0.17,0.85,positive
5204,0.427,0.573,0,-0.802,positive
10656,0,0.913,0.087,0.6696,negative
32811,0.016,0.811,0.174,0.9387,positive
5934,0.061,0.806,0.133,0.9228,neutral
12242,0.019,0.801,0.18,0.9813,positive
35566,0,0.778,0.222,0.9467,positive
58184,0.042,0.768,0.19,0.9527,positive
60759,0,0.792,0.208,0.9286,positive
27491,0.026,0.831,0.143,0.9378,positive
36549,0.109,0.701,0.19,0.8749,negative
45314,0,1,0,0,positive
46129,0,0.784,0.216,0.872,positive
58873,0.047,0.872,0.081,0.636,negative
18313,0.084,0.825,0.09,0.2045,positive
70728,0.029,0.743,0.227,0.9634,neutral
10233,0.049,0.893,0.058,0.685,negative
53957,0.027,0.706,0.267,0.9463,positive
9728,0.017,0.847,0.136,0.9391,positive
64562,0,0.798,0.202,0.9218,positive
41539,0,0.862,0.138,0.4926,positive
60622,0.032,0.903,0.065,0.4329,positive
38234,0.106,0.659,0.235,0.8744,negative
17102,0.02,0.73,0.249,0.9692,neutral
58677,0.019,0.868,0.113,0.7322,neutral
63650,0.039,0.841,0.12,0.6514,positive
35538,0,0.847,0.153,0.6808,positive
58529,0,0.624,0.376,0.9552,positive
15009,0.043,0.797,0.159,0.9225,negative
7539,0.188,0.752,0.06,-0.7778,negative
47450,0.051,0.794,0.154,0.8316,positive
69994,0.035,0.861,0.104,0.8682,positive
35139,0,0.657,0.343,0.9734,positive
41700,0.061,0.737,0.202,0.8437,neutral
54781,0.028,0.797,0.174,0.9256,positive
63640,0,0.812,0.188,0.802,positive
70492,0.156,0.638,0.206,0.1779,neutral
71162,0.093,0.846,0.061,-0.5007,positive
57812,0,1,0,0,negative
10019,0.239,0.761,0,-0.8463,negative
23640,0.085,0.71,0.206,0.9201,positive
11685,0.156,0.76,0.084,-0.7816,negative
53282,0,0.852,0.148,0.8074,positive
71598,0,0.6,0.4,0.9324,positive
50389,0.061,0.675,0.264,0.765,neutral
7754,0.118,0.784,0.098,0.3769,negative
63893,0.017,0.675,0.309,0.986,positive
8738,0.037,0.878,0.085,0.4215,neutral
37059,0.045,0.854,0.101,0.4783,neutral
36935,0.085,0.856,0.059,-0.264,negative
12704,0.053,0.827,0.121,0.7463,positive
59717,0.084,0.657,0.259,0.8883,positive
33628,0.06,0.711,0.229,0.9101,positive
6157,0,0.809,0.191,0.9753,positive
58096,0,0.936,0.064,0.0258,negative
22176,0,0.761,0.239,0.9785,positive
485,0.121,0.751,0.128,-0.1966,neutral
14090,0.023,0.662,0.315,0.9929,positive
26137,0,1,0,0,negative
12551,0,0.612,0.388,0.9686,positive
29737,0.017,0.805,0.178,0.9324,positive
30721,0.13,0.753,0.117,-0.0772,negative
2061,0.199,0.754,0.047,-0.8588,negative
1434,0.084,0.684,0.232,0.861,positive
57731,0.028,0.786,0.186,0.9508,positive
38581,0.279,0.658,0.063,-0.8034,negative
25363,0.185,0.734,0.081,-0.8924,negative
19439,0.022,0.914,0.064,0.6652,negative
45552,0.066,0.731,0.203,0.8346,neutral
25846,0.104,0.787,0.109,0.0955,negative
44038,0,0.901,0.099,0.5255,neutral
31607,0.054,0.946,0,-0.7176,negative
65351,0.086,0.801,0.113,0.4875,neutral
14482,0.081,0.869,0.05,-0.6164,negative
43887,0.023,0.918,0.058,0.7242,neutral
41013,0.055,0.701,0.244,0.982,positive
6565,0,0.41,0.59,0.937,positive
69622,0.011,0.794,0.195,0.9705,positive
63542,0,0.817,0.183,0.962,positive
45296,0.039,0.91,0.051,0.1564,neutral
18254,0,0.775,0.225,0.969,positive
49601,0,0.827,0.173,0.8641,neutral
71065,0,0.681,0.319,0.9538,positive
34432,0,0.699,0.301,0.8415,positive
13715,0,0.903,0.097,0.6474,positive
3931,0.045,0.822,0.133,0.9209,neutral
37068,0.05,0.717,0.233,0.9804,positive
71350,0,0.846,0.154,0.9325,positive
43722,0,0.751,0.249,0.8908,positive
36725,0.122,0.815,0.063,-0.12,neutral
64327,0.127,0.795,0.078,-0.7574,neutral
20487,0,1,0,0,positive
4224,0.102,0.79,0.108,-0.3313,negative
62567,0.058,0.865,0.077,0.4936,positive
5377,0.03,0.779,0.191,0.8658,positive
39319,0,0.805,0.195,0.9819,neutral
18193,0.029,0.724,0.246,0.9347,positive
20177,0.135,0.84,0.025,-0.9161,negative
51919,0.104,0.818,0.079,-0.2023,negative
70691,0.056,0.745,0.198,0.9482,positive
71487,0.062,0.828,0.11,0.3952,positive
13721,0,0.737,0.263,0.9629,positive
5620,0.03,0.774,0.197,0.9544,positive
53003,0.088,0.749,0.163,0.7717,positive
4668,0,0.685,0.315,0.9745,neutral
5832,0.182,0.746,0.073,-0.957,neutral
55900,0.012,0.766,0.222,0.9809,positive
71133,0,0.897,0.103,0.7351,positive
55183,0,0.591,0.409,0.9724,positive
34804,0.071,0.837,0.093,0.0891,neutral
36399,0.07,0.93,0,-0.6466,negative
29243,0.033,0.694,0.273,0.9658,positive
11591,0,0.755,0.245,0.9552,positive
55457,0,0.777,0.223,0.9522,positive
64362,0.157,0.843,0,-0.959,negative
35057,0.067,0.642,0.291,0.8074,positive
60621,0,0.556,0.444,0.9603,positive
12898,0,0.75,0.25,0.9835,positive
32955,0,0.849,0.151,0.3716,neutral
53213,0.078,0.777,0.145,0.8984,neutral
23994,0.037,0.652,0.311,0.9763,positive
50777,0.016,0.804,0.18,0.9648,positive
3529,0.016,0.847,0.137,0.8957,negative
7382,0.108,0.833,0.059,-0.8287,negative
44432,0.042,0.752,0.206,0.9488,positive
63466,0.013,0.888,0.099,0.9134,positive
54620,0.027,0.785,0.188,0.9739,positive
5674,0.029,0.795,0.176,0.9701,positive
47479,0.186,0.632,0.183,0.2129,neutral
10648,0,0.94,0.06,0.3182,negative
63669,0,0.784,0.216,0.9858,positive
62315,0.01,0.668,0.321,0.9915,positive
35816,0,0.562,0.438,0.9258,positive
69429,0.066,0.739,0.196,0.9527,positive
61983,0.055,0.828,0.117,0.7332,positive
49628,0,0.89,0.11,0.7351,positive
46455,0.079,0.851,0.07,-0.0889,neutral
62992,0,0.696,0.304,0.9603,positive
13180,0.139,0.713,0.148,0.1832,positive
46166,0.084,0.82,0.096,0.0129,negative
33569,0,1,0,0,positive
41557,0.256,0.657,0.088,-0.6814,positive
66387,0.095,0.861,0.044,-0.4215,negative
45693,0,0.824,0.176,0.964,neutral
17212,0.037,0.81,0.153,0.9124,positive
66027,0,0.788,0.212,0.9382,positive
24587,0.112,0.714,0.173,0.9537,positive
51900,0.045,0.955,0,-0.1419,neutral
12903,0,0.549,0.451,0.6249,positive
24626,0,0.86,0.14,0.8779,positive
7484,0,0.662,0.338,0.9701,positive
4873,0.015,0.765,0.22,0.9826,positive
4761,0.025,0.745,0.23,0.9849,positive
70047,0.01,0.836,0.154,0.9694,neutral
10452,0.04,0.86,0.1,0.898,neutral
52027,0.075,0.925,0,-0.4588,negative
28755,0.049,0.818,0.133,0.9539,negative
37708,0.07,0.681,0.249,0.9886,neutral
54698,0,0.674,0.326,0.9468,neutral
65477,0,0.733,0.267,0.8439,positive
34597,0.093,0.778,0.13,0.7801,positive
45306,0.091,0.772,0.136,0.722,negative
59603,0.111,0.889,0,-0.3612,negative
38363,0.139,0.625,0.236,0.6124,negative
11986,0.037,0.801,0.162,0.8436,positive
65137,0.062,0.811,0.127,0.8486,positive
26791,0.186,0.75,0.064,-0.9346,negative
61855,0,0.766,0.234,0.9432,positive
25291,0.123,0.851,0.026,-0.9329,negative
72179,0,0.495,0.505,0.9843,positive
41536,0,0.82,0.18,0.797,positive
23374,0.121,0.694,0.186,0.6776,negative
2885,0,0.838,0.162,0.9042,positive
46206,0,1,0,0,negative
53023,0.032,0.781,0.187,0.9864,positive
35904,0,0.746,0.254,0.9804,positive
21247,0.06,0.874,0.066,0.4366,negative
22345,0.171,0.73,0.099,-0.8225,negative
38756,0,0.607,0.393,0.9766,positive
62148,0,0.883,0.117,0.9548,positive
36384,0,0.437,0.563,0.8286,positive
45349,0.089,0.831,0.08,0.0516,neutral
42267,0,0.846,0.154,0.4753,positive
759,0.059,0.843,0.098,0.3361,negative
54060,0.065,0.81,0.125,0.8674,positive
42121,0.045,0.799,0.156,0.9449,positive
59659,0,0.86,0.14,0.6369,positive
14131,0,0.625,0.375,0.9939,positive
34211,0,0.749,0.251,0.9571,positive
34123,0,0.756,0.244,0.9523,positive
70187,0,0.674,0.326,0.9743,positive
14695,0.017,0.836,0.147,0.9583,neutral
31519,0.153,0.785,0.061,-0.9476,negative
38626,0.086,0.69,0.224,0.9353,positive
63465,0,0.802,0.198,0.8852,positive
4320,0.022,0.759,0.218,0.9758,positive
40474,0,1,0,0,negative
50065,0.023,0.868,0.109,0.6118,neutral
39380,0.048,0.765,0.187,0.9761,negative
58239,0,0.811,0.189,0.9607,positive
5979,0.174,0.748,0.079,-0.7878,negative
31688,0.02,0.701,0.279,0.9799,positive
53072,0.052,0.686,0.262,0.9893,positive
45991,0.065,0.852,0.083,0.7163,negative
69887,0.016,0.753,0.23,0.9619,positive
10239,0.07,0.838,0.092,0.4582,positive
11746,0.127,0.564,0.309,0.8143,negative
68233,0.144,0.811,0.044,-0.8949,negative
3818,0,0.771,0.229,0.939,positive
54703,0,0.829,0.171,0.9081,positive
46383,0.096,0.818,0.086,-0.2787,neutral
26616,0.181,0.702,0.117,-0.109,negative
65381,0.076,0.91,0.014,-0.6275,negative
52817,0.074,0.888,0.038,-0.7003,negative
5785,0,1,0,0,neutral
42486,0,0.683,0.317,0.9635,positive
56241,0.02,0.733,0.247,0.9637,positive
35112,0,0.622,0.378,0.99,positive
59252,0.064,0.823,0.113,0.2846,positive
71141,0.041,0.811,0.148,0.9144,neutral
41451,0,0.954,0.046,0.1511,positive
9135,0.309,0.526,0.165,-0.8179,negative
44407,0.115,0.885,0,-0.57,negative
35606,0.064,0.692,0.244,0.9148,positive
60232,0,0.742,0.258,0.9719,positive
34837,0,0.722,0.278,0.8898,positive
44517,0.058,0.812,0.13,0.8039,positive
33951,0.037,0.824,0.139,0.6994,positive
63136,0,0.656,0.344,0.7418,positive
23843,0,0.86,0.14,0.9335,positive
58826,0.013,0.841,0.146,0.923,positive
40250,0.158,0.817,0.025,-0.914,negative
8103,0.082,0.64,0.278,0.7102,neutral
1497,0.06,0.708,0.232,0.9154,negative
29573,0,0.852,0.148,0.8294,positive
11100,0.058,0.732,0.211,0.8493,neutral
63648,0.045,0.916,0.039,-0.2414,neutral
25355,0.148,0.814,0.038,-0.8826,negative
740,0.05,0.734,0.216,0.9849,positive
23683,0.105,0.675,0.22,0.9501,neutral
30563,0.105,0.809,0.086,-0.186,negative
22897,0.03,0.75,0.22,0.8546,positive
44644,0.26,0.596,0.144,-0.7213,negative
51616,0.047,0.787,0.166,0.9525,neutral
27890,0.047,0.878,0.075,0.1779,positive
64247,0,1,0,0,neutral
55158,0.049,0.775,0.176,0.8759,neutral
44685,0.01,0.883,0.107,0.9373,neutral
22755,0.371,0.59,0.039,-0.9723,negative
18697,0.025,0.75,0.226,0.9737,positive
1359,0.092,0.836,0.072,-0.5423,negative
8823,0.081,0.696,0.223,0.5983,negative
42519,0.169,0.831,0,-0.5023,negative
45278,0.02,0.756,0.224,0.9834,positive
57721,0,0.551,0.449,0.9192,positive
69192,0,0.75,0.25,0.9493,positive
10175,0.024,0.734,0.242,0.9936,positive
10257,0,0.711,0.289,0.6476,positive
62467,0.063,0.712,0.225,0.9523,positive
36764,0.075,0.771,0.154,0.8333,positive
12809,0.014,0.735,0.252,0.9887,positive
8016,0,0.783,0.217,0.8827,positive
24921,0.043,0.957,0,-0.296,negative
29764,0,0.751,0.249,0.9274,neutral
30154,0.017,0.803,0.18,0.9665,positive
25615,0,0.621,0.379,0.9473,positive
16048,0,0.671,0.329,0.9664,positive
39727,0.039,0.932,0.028,-0.1154,neutral
40631,0.046,0.842,0.111,0.6997,positive
50453,0.016,0.761,0.223,0.983,positive
27364,0.08,0.819,0.101,0.7485,neutral
23439,0.067,0.782,0.151,0.9266,positive
51578,0.024,0.779,0.198,0.926,negative
46847,0.015,0.832,0.153,0.8962,neutral
65665,0,1,0,0,positive
315,0,0.814,0.186,0.9387,neutral
56420,0.013,0.927,0.059,0.5496,positive
12149,0.04,0.84,0.12,0.9505,negative
37990,0.15,0.779,0.072,-0.7433,negative
67393,0.075,0.786,0.139,0.9055,negative
7342,0.083,0.801,0.117,0.47,positive
52063,0.198,0.802,0,-0.4939,negative
72146,0,0.619,0.381,0.9393,positive
70458,0.03,0.802,0.168,0.9347,positive
27573,0,0.891,0.109,0.5837,neutral
5978,0.044,0.751,0.205,0.8896,positive
18198,0.019,0.873,0.108,0.8639,neutral
71086,0,0.916,0.084,0.9233,positive
67945,0.108,0.721,0.171,0.9504,positive
12339,0.039,0.786,0.176,0.8641,neutral
35837,0,0.849,0.151,0.9134,positive
16082,0.11,0.708,0.182,0.7605,positive
39150,0.018,0.788,0.194,0.9435,negative
51332,0.012,0.79,0.197,0.984,neutral
55660,0.04,0.793,0.167,0.8614,positive
59921,0.023,0.839,0.137,0.9719,positive
21364,0,0.782,0.218,0.9231,positive
19511,0.034,0.701,0.264,0.985,positive
46360,0.106,0.786,0.109,0.0935,neutral
9782,0,0.728,0.272,0.9712,positive
8163,0.318,0.682,0,-0.7227,negative
70951,0,0.819,0.181,0.9413,positive
38651,0.033,0.873,0.094,0.4745,negative
47057,0.025,0.845,0.13,0.9259,positive
43533,0.071,0.688,0.241,0.7101,neutral
33388,0.169,0.704,0.127,0.0258,negative
29953,0,0.751,0.249,0.9423,positive
36304,0.016,0.746,0.238,0.9852,positive
30410,0.01,0.863,0.127,0.9367,positive
12017,0,1,0,0,positive
64243,0,0.724,0.276,0.6369,positive
5940,0.036,0.76,0.204,0.9867,positive
52427,0,0.782,0.218,0.9299,positive
46570,0,0.836,0.164,0.8049,neutral
10817,0,0.741,0.259,0.4833,positive
32360,0.076,0.826,0.098,0.3802,positive
15332,0,0.74,0.26,0.9832,positive
39964,0.019,0.917,0.064,0.4945,neutral
20461,0.042,0.785,0.173,0.9396,neutral
50420,0,0.673,0.327,0.9337,neutral
7174,0.026,0.852,0.121,0.9125,negative
6995,0.033,0.578,0.389,0.9666,positive
7821,0,0.838,0.162,0.8356,neutral
33817,0,1,0,0,negative
733,0.089,0.729,0.182,0.9483,neutral
8531,0.094,0.727,0.179,0.4545,positive
42339,0.043,0.946,0.011,-0.6081,neutral
20337,0.024,0.712,0.264,0.9737,positive
43302,0,0.885,0.115,0.7767,positive
51471,0,0.711,0.289,0.9651,positive
12274,0.021,0.842,0.136,0.8176,positive
19414,0,0.867,0.133,0.9313,positive
31375,0.02,0.652,0.328,0.9855,positive
71524,0.118,0.574,0.308,0.8064,positive
50676,0,0.816,0.184,0.9121,neutral
40777,0.122,0.768,0.11,-0.1273,neutral
7898,0,0.834,0.166,0.5826,positive
45589,0.012,0.906,0.081,0.8957,neutral
57720,0.078,0.813,0.108,0.5952,positive
711,0.145,0.566,0.29,0.7987,positive
1762,0,0.745,0.255,0.9369,positive
35279,0.031,0.644,0.325,0.9661,positive
23140,0.035,0.921,0.044,0.1779,positive
9784,0.029,0.804,0.167,0.8443,negative
68474,0.107,0.893,0,-0.7713,negative
57395,0.015,0.771,0.213,0.9722,positive
28343,0.084,0.832,0.083,-0.2617,neutral
43445,0.044,0.794,0.161,0.8402,positive
27813,0.12,0.806,0.074,-0.8225,negative
71194,0.082,0.661,0.257,0.9018,positive
6074,0,0.719,0.281,0.9888,positive
7059,0.08,0.767,0.153,0.3666,negative
53333,0.063,0.604,0.333,0.9636,positive
4931,0,0.528,0.472,0.9793,positive
38536,0.03,0.792,0.178,0.9783,positive
4684,0,0.935,0.065,0.8037,positive
37085,0.026,0.674,0.3,0.9929,positive
24778,0.009,0.689,0.302,0.9936,positive
34735,0,0.771,0.229,0.8481,positive
46717,0.083,0.795,0.122,0.7981,neutral
32223,0.037,0.9,0.064,0.3036,negative
40192,0,0.866,0.134,0.6597,positive
22221,0.064,0.893,0.044,-0.3815,negative
28816,0.14,0.768,0.092,-0.4871,negative
42895,0,0.754,0.246,0.9022,positive
7501,0.189,0.705,0.106,-0.9194,negative
68887,0,0.643,0.357,0.9764,positive
45855,0.041,0.803,0.156,0.8813,negative
49612,0,0.709,0.291,0.9062,neutral
46085,0,0.787,0.213,0.9231,positive
37953,0.096,0.881,0.024,-0.7901,negative
22286,0.04,0.878,0.082,0.47,neutral
26568,0.377,0.623,0,-0.8168,negative
23455,0.237,0.763,0,-0.5667,negative
28897,0,0.866,0.134,0.9567,positive
7409,0,0.854,0.146,0.474,positive
7892,0.075,0.697,0.229,0.8988,positive
28131,0.175,0.687,0.138,-0.6287,negative
26764,0.059,0.818,0.123,0.8984,negative
34907,0,0.854,0.146,0.8271,positive
24618,0.069,0.904,0.027,-0.409,negative
15692,0,0.744,0.256,0.9786,positive
8088,0.055,0.786,0.159,0.9396,neutral
67727,0,0.666,0.334,0.9934,positive
1986,0.012,0.805,0.183,0.9828,neutral
68818,0.038,0.962,0,-0.2023,neutral
56725,0,0.733,0.267,0.989,positive
66876,0.081,0.919,0,-0.6486,negative
54490,0.054,0.897,0.049,-0.0516,positive
7073,0.028,0.869,0.102,0.7839,positive
26006,0,0.496,0.504,0.9841,positive
23983,0,0.858,0.142,0.765,positive
39872,0.075,0.817,0.109,0.6445,neutral
53137,0,0.853,0.147,0.9197,positive
23425,0.132,0.848,0.02,-0.8522,negative
23326,0,0.467,0.533,0.9286,positive
21023,0.075,0.864,0.06,-0.2148,negative
51909,0.063,0.834,0.103,0.6719,neutral
39369,0.029,0.864,0.107,0.5778,neutral
22660,0,0.797,0.203,0.9323,positive
58371,0.053,0.718,0.229,0.8832,positive
36674,0.101,0.87,0.03,-0.6369,negative
68377,0.018,0.769,0.213,0.9688,negative
66774,0.058,0.851,0.091,0.5569,neutral
29632,0.192,0.706,0.102,-0.7155,negative
41972,0,0.793,0.207,0.9771,positive
71619,0.017,0.889,0.094,0.6633,negative
35982,0,0.592,0.408,0.8848,positive
52301,0.205,0.669,0.125,-0.2278,negative
49245,0.032,0.76,0.207,0.953,positive
11262,0,0.695,0.305,0.7925,positive
58739,0,0.78,0.22,0.9151,positive
60104,0.035,0.587,0.379,0.9918,positive
35901,0.034,0.818,0.148,0.9103,positive
24255,0,0.943,0.057,0.8436,positive
56883,0,0.744,0.256,0.8746,positive
17086,0.033,0.538,0.429,0.979,positive
8529,0.047,0.856,0.097,0.4372,negative
37713,0.04,0.644,0.316,0.9904,neutral
47779,0,0.83,0.17,0.8928,positive
49643,0.11,0.818,0.072,-0.2525,neutral
37171,0.062,0.767,0.172,0.968,negative
36355,0.125,0.807,0.068,-0.4078,negative
26492,0,0.762,0.238,0.9485,positive
2321,0.175,0.768,0.058,-0.8847,positive
60164,0.045,0.785,0.171,0.7326,positive
58546,0.037,0.838,0.125,0.9288,positive
31558,0.017,0.879,0.104,0.9409,positive
71056,0.054,0.797,0.149,0.8292,neutral
29299,0.032,0.801,0.166,0.8658,positive
35979,0.097,0.765,0.138,0.5921,negative
13646,0,0.904,0.096,0.6808,neutral
47757,0.089,0.875,0.036,-0.7561,positive
36396,0.196,0.654,0.15,-0.1779,negative
22353,0.111,0.763,0.127,0.4514,neutral
10556,0.218,0.782,0,-0.7506,negative
60699,0,0.739,0.261,0.9074,positive
70764,0,0.775,0.225,0.9284,positive
50961,0.078,0.875,0.046,-0.296,neutral
4245,0.028,0.905,0.067,0.6616,positive
63923,0.267,0.635,0.098,-0.9519,negative
34769,0.123,0.736,0.141,0.2772,neutral
41225,0.03,0.942,0.028,-0.0475,positive
38013,0.031,0.913,0.056,0.8124,negative
70610,0.15,0.809,0.04,-0.7079,negative
70032,0,0.817,0.183,0.83,positive
61664,0.111,0.889,0,-0.7476,neutral
7178,0.02,0.854,0.126,0.8771,positive
27990,0.115,0.799,0.087,-0.4019,negative
65538,0.029,0.732,0.239,0.957,positive
29687,0.012,0.82,0.169,0.9734,positive
55602,0.029,0.859,0.112,0.8463,positive
676,0.162,0.687,0.151,-0.4069,negative
26202,0.054,0.702,0.244,0.9489,positive
52444,0,0.849,0.151,0.9695,positive
28529,0.024,0.939,0.037,0.4168,negative
8188,0,0.672,0.328,0.9747,positive
51452,0.02,0.682,0.298,0.9627,neutral
49171,0,0.827,0.173,0.9834,positive
64688,0.086,0.733,0.18,0.6265,positive
50774,0.048,0.834,0.119,0.9407,positive
21378,0.028,0.892,0.08,0.8323,positive
65663,0,0.662,0.338,0.8944,positive
23221,0,0.826,0.174,0.8313,positive
10194,0,0.873,0.127,0.4927,neutral
25031,0.039,0.875,0.086,0.5093,negative
54957,0.018,0.791,0.19,0.9715,positive
63939,0,1,0,0,positive
61478,0.063,0.703,0.234,0.9762,positive
35898,0,0.817,0.183,0.7579,positive
1751,0,0.773,0.227,0.6792,positive
68759,0.038,0.746,0.216,0.8924,positive
8157,0.025,0.926,0.048,0.4515,neutral
40160,0,0.884,0.116,0.8217,positive
37882,0.088,0.85,0.062,-0.128,negative
29128,0.058,0.727,0.215,0.9736,positive
24197,0,0.724,0.276,0.8126,positive
67830,0,1,0,0,negative
59832,0.092,0.41,0.498,0.8975,positive
37254,0.065,0.885,0.05,-0.1027,neutral
6567,0.049,0.695,0.256,0.8481,positive
71340,0.022,0.758,0.22,0.9576,positive
60835,0.027,0.909,0.064,0.2982,positive
34018,0,1,0,0,negative
54303,0.117,0.764,0.119,0.2732,neutral
17132,0.053,0.836,0.111,0.8754,neutral
11614,0.032,0.855,0.114,0.7391,neutral
17421,0.035,0.794,0.171,0.765,negative
70189,0,0.806,0.194,0.8388,positive
44984,0.04,0.96,0,-0.1603,neutral
54273,0.057,0.772,0.171,0.6767,positive
70621,0,0.714,0.286,0.9627,positive
9420,0,0.94,0.06,0.4019,negative
68463,0.059,0.816,0.126,0.8422,negative
61427,0.038,0.715,0.247,0.9865,neutral
13967,0.215,0.785,0,-0.9692,negative
53387,0.113,0.851,0.036,-0.839,negative
18736,0,1,0,0,negative
52685,0.053,0.751,0.196,0.9687,neutral
49981,0,0.695,0.305,0.9702,neutral
37293,0.019,0.792,0.188,0.9777,positive
46000,0,1,0,0,positive
48745,0,0.836,0.164,0.9231,positive
11178,0.132,0.794,0.073,-0.5849,neutral
13361,0.094,0.795,0.111,0.5965,positive
33139,0.155,0.818,0.027,-0.9131,negative
46054,0,0.77,0.23,0.9869,positive
58770,0.035,0.894,0.071,0.4909,positive
3836,0,0.709,0.291,0.9837,neutral
22102,0,0.873,0.127,0.5444,negative
51006,0.053,0.84,0.107,0.7809,neutral
4630,0.033,0.883,0.084,0.7723,positive
36238,0.084,0.867,0.049,-0.2846,negative
2322,0.074,0.787,0.139,0.703,positive
59649,0,0.794,0.206,0.9769,positive
9076,0.161,0.839,0,-0.926,negative
26858,0.069,0.776,0.155,0.7192,negative
18349,0,0.821,0.179,0.9136,neutral
42580,0.108,0.687,0.204,0.8856,positive
40086,0,0.709,0.291,0.8924,negative
8084,0.025,0.88,0.095,0.7753,negative
4862,0.128,0.58,0.292,0.7134,positive
21848,0.011,0.824,0.165,0.9678,positive
24589,0.018,0.871,0.111,0.93,negative
66539,0.05,0.736,0.214,0.8218,positive
66571,0.04,0.902,0.058,0.3097,negative
23446,0.027,0.766,0.207,0.9601,positive
56263,0,0.761,0.239,0.9819,positive
47502,0.019,0.9,0.08,0.6124,neutral
29929,0,0.805,0.195,0.9798,neutral
1665,0.26,0.649,0.091,-0.6378,negative
5059,0.048,0.824,0.128,0.9557,positive
