@relation auto-analyze-full

@attribute ID numeric
@attribute neg numeric
@attribute neu numeric
@attribute pos numeric
@attribute compound numeric
@attribute class {negative,positive,neutral}

@data
31153,0.074,0.793,0.133,0.8678,positive
9358,0,0.959,0.041,0.1134,negative
45607,0.041,0.917,0.042,0.0258,neutral
24957,0.011,0.793,0.197,0.9763,positive
24860,0.195,0.635,0.169,-0.7216,neutral
16931,0,0.865,0.135,0.9134,positive
45385,0.042,0.747,0.21,0.8928,neutral
36379,0,0.715,0.285,0.9904,positive
11596,0,0.854,0.146,0.9422,positive
30023,0,0.66,0.34,0.9725,positive
1346,0.072,0.807,0.122,0.6868,negative
12203,0.084,0.822,0.094,0.4738,negative
30716,0.129,0.769,0.102,-0.656,negative
27713,0.171,0.714,0.115,-0.9104,negative
35245,0.035,0.73,0.235,0.9305,negative
47508,0.045,0.69,0.265,0.9751,neutral
71164,0.027,0.628,0.345,0.9794,positive
42616,0,0.917,0.083,0.4857,negative
57282,0.023,0.774,0.203,0.988,positive
61492,0.015,0.827,0.159,0.9779,positive
64895,0.059,0.849,0.091,0.359,positive
11287,0,0.872,0.128,0.9385,positive
35950,0.048,0.881,0.072,0.2382,negative
65063,0.112,0.888,0,-0.5255,negative
55659,0.208,0.698,0.095,-0.3107,negative
29771,0.058,0.829,0.113,0.6046,positive
7639,0.031,0.809,0.159,0.9294,negative
29093,0.068,0.816,0.116,0.9014,neutral
13233,0,0.773,0.227,0.9906,positive
67150,0.105,0.785,0.11,-0.3189,neutral
28361,0.134,0.768,0.098,-0.4878,negative
17953,0.194,0.682,0.124,-0.4291,negative
67391,0.073,0.805,0.122,0.3802,negative
27793,0.167,0.833,0,-0.5267,negative
47965,0.055,0.896,0.049,0.1623,positive
50473,0.033,0.849,0.118,0.9095,neutral
12075,0.044,0.779,0.177,0.849,negative
56875,0.099,0.754,0.148,0.3933,positive
15191,0.069,0.76,0.171,0.9404,neutral
23174,0.022,0.83,0.147,0.8922,positive
1789,0.028,0.608,0.364,0.9868,positive
15323,0.095,0.577,0.329,0.784,positive
48468,0.063,0.731,0.206,0.9788,positive
36277,0.039,0.603,0.358,0.9557,positive
4942,0.077,0.687,0.237,0.9846,neutral
58034,0.056,0.834,0.111,0.6449,negative
8511,0,0.539,0.461,0.9023,positive
3357,0,0.561,0.439,0.99,positive
35949,0.03,0.871,0.099,0.6858,positive
35061,0.063,0.89,0.047,-0.1675,positive
26171,0.04,0.87,0.09,0.7339,negative
63125,0,0.86,0.14,0.914,positive
10371,0,0.805,0.195,0.9603,positive
48304,0.101,0.851,0.047,-0.8955,positive
53394,0.059,0.872,0.069,0.2154,negative
41708,0.25,0.69,0.06,-0.7913,negative
35723,0.113,0.84,0.047,-0.8715,negative
50253,0.056,0.779,0.165,0.9552,neutral
69847,0,0.702,0.298,0.9785,positive
66379,0.056,0.897,0.047,0.0516,negative
68151,0.255,0.68,0.066,-0.831,negative
33699,0.169,0.831,0,-0.6705,negative
49529,0,0.88,0.12,0.8692,neutral
11188,0.107,0.83,0.063,-0.4958,negative
29804,0.091,0.853,0.056,-0.228,negative
25322,0,0.378,0.622,0.8718,positive
25238,0.128,0.769,0.103,-0.1779,negative
63203,0.042,0.398,0.561,0.9937,positive
14746,0.008,0.92,0.073,0.8379,positive
58638,0.102,0.684,0.214,0.9123,positive
6993,0,0.45,0.55,0.9879,positive
13378,0,0.834,0.166,0.9612,positive
64781,0.153,0.735,0.112,-0.8843,negative
65979,0.025,0.758,0.217,0.958,positive
67545,0,1,0,0,positive
24452,0.023,0.878,0.099,0.8532,positive
61365,0.03,0.712,0.258,0.9633,positive
36685,0.02,0.87,0.11,0.8457,neutral
34555,0.26,0.676,0.064,-0.9628,negative
10384,0.098,0.733,0.169,0.6608,negative
58820,0,0.791,0.209,0.9729,positive
34801,0,0.745,0.255,0.8499,positive
5694,0.068,0.788,0.143,0.9381,neutral
43512,0.008,0.708,0.283,0.9944,neutral
49922,0.024,0.771,0.205,0.9793,positive
5317,0,0.684,0.316,0.868,positive
31093,0.023,0.832,0.145,0.8112,negative
60044,0,0.438,0.563,0.9584,positive
35512,0.066,0.847,0.088,0.6312,negative
62619,0,0.572,0.428,0.9834,positive
27003,0.245,0.755,0,-0.756,negative
26369,0.067,0.875,0.058,-0.1573,negative
23427,0.058,0.76,0.182,0.9682,neutral
3920,0.093,0.704,0.203,0.9521,positive
15723,0.06,0.883,0.057,-0.1016,neutral
43745,0.036,0.767,0.197,0.7717,positive
32190,0.036,0.899,0.066,0.4457,negative
18194,0,0.696,0.304,0.807,positive
30532,0,0.783,0.217,0.9467,positive
7446,0.042,0.82,0.139,0.9663,positive
33420,0.089,0.729,0.182,0.7264,positive
40939,0.033,0.889,0.079,0.7003,positive
41374,0.044,0.918,0.039,-0.1007,neutral
22240,0.017,0.827,0.156,0.9545,neutral
5342,0.01,0.847,0.143,0.9647,neutral
38486,0.021,0.743,0.236,0.9829,positive
31777,0.024,0.791,0.185,0.9313,positive
62960,0.024,0.683,0.293,0.976,positive
7930,0,0.63,0.37,0.8748,positive
49301,0.103,0.762,0.135,0.8303,positive
68119,0,0.757,0.243,0.9596,positive
51857,0.064,0.899,0.037,-0.555,neutral
48271,0.032,0.772,0.195,0.9367,neutral
48382,0.039,0.781,0.18,0.9775,positive
8841,0,0.847,0.153,0.9054,positive
37896,0.153,0.787,0.06,-0.7578,negative
71960,0.063,0.809,0.128,0.6846,neutral
60442,0.123,0.514,0.363,0.926,positive
69185,0.12,0.552,0.328,0.7772,positive
3400,0,0.778,0.222,0.9635,positive
2154,0.053,0.677,0.269,0.972,positive
47892,0,0.741,0.259,0.993,positive
34505,0,0.891,0.109,0.8431,positive
40039,0.11,0.841,0.049,-0.9095,neutral
34106,0,0.723,0.277,0.8789,positive
17424,0.064,0.893,0.043,-0.5153,negative
37239,0.057,0.742,0.2,0.9555,positive
69097,0,0.658,0.342,0.9906,positive
34654,0,0.82,0.18,0.9645,positive
71335,0.101,0.824,0.075,-0.1064,negative
15613,0,0.97,0.03,0.2263,positive
30580,0.051,0.873,0.076,0.4534,negative
6848,0.039,0.824,0.138,0.879,neutral
29669,0.107,0.854,0.039,-0.7543,negative
45365,0.025,0.913,0.063,0.6124,neutral
53699,0.02,0.831,0.149,0.8627,positive
9897,0.078,0.883,0.039,-0.2263,negative
69817,0.02,0.724,0.256,0.9948,positive
45627,0.054,0.899,0.047,-0.0598,neutral
49156,0.059,0.823,0.118,0.8693,neutral
60,0,0.878,0.122,0.9032,positive
25087,0.103,0.897,0,-0.3164,positive
37194,0.082,0.877,0.041,-0.614,negative
23656,0,0.602,0.398,0.9595,neutral
37561,0.087,0.821,0.092,0.4366,negative
61904,0,0.901,0.099,0.296,positive
61116,0,0.694,0.306,0.96,positive
64916,0.093,0.866,0.041,-0.5179,negative
26503,0,0.852,0.148,0.6892,positive
66470,0,0.683,0.317,0.8932,positive
16683,0.051,0.853,0.096,0.6826,positive
18321,0.028,0.718,0.253,0.9797,positive
41918,0.022,0.93,0.048,0.3626,positive
22620,0.084,0.685,0.231,0.9841,negative
62799,0,0.755,0.245,0.7783,positive
25333,0.141,0.7,0.159,0.374,negative
17200,0,1,0,0,negative
68255,0,0.426,0.574,0.9259,neutral
38899,0.077,0.783,0.14,0.8456,negative
16910,0,0.715,0.285,0.9922,positive
57819,0.091,0.909,0,-0.3612,negative
11369,0.086,0.769,0.145,0.8886,neutral
15937,0.015,0.857,0.128,0.9417,neutral
42174,0,0.565,0.435,0.9812,positive
25728,0.075,0.813,0.111,0.296,positive
22948,0.093,0.683,0.224,0.9013,negative
54317,0.054,0.731,0.215,0.9701,positive
11092,0.022,0.891,0.087,0.8756,positive
11200,0.113,0.85,0.037,-0.4678,negative
38114,0.039,0.774,0.188,0.9836,negative
63145,0,0.634,0.366,0.9797,positive
21098,0.064,0.852,0.084,0.228,negative
26946,0.165,0.761,0.074,-0.8437,negative
42551,0.036,0.929,0.036,0,negative
12719,0.05,0.705,0.245,0.9658,neutral
13048,0,0.833,0.167,0.9736,positive
25759,0.014,0.794,0.191,0.9435,positive
42143,0.062,0.822,0.116,0.5889,neutral
59287,0,1,0,0,positive
54567,0.058,0.803,0.139,0.7357,neutral
65274,0.024,0.748,0.229,0.9761,positive
40213,0,0.931,0.069,0.5547,positive
26130,0.096,0.717,0.188,0.8837,positive
18607,0.071,0.833,0.096,-0.287,positive
30536,0.02,0.9,0.079,0.871,positive
7470,0,0.378,0.622,0.8885,positive
71526,0,0.944,0.056,0.5725,positive
51180,0.013,0.794,0.193,0.9731,neutral
47553,0.013,0.828,0.159,0.9755,neutral
45327,0.101,0.771,0.128,0.5256,neutral
49013,0.02,0.74,0.24,0.9893,positive
62170,0,0.76,0.24,0.9818,positive
25032,0.089,0.805,0.106,0.2462,negative
2950,0.101,0.813,0.086,-0.3187,negative
53342,0,0.775,0.225,0.7983,positive
67492,0.068,0.824,0.108,0.5578,negative
70522,0.013,0.843,0.145,0.9648,neutral
63240,0.037,0.758,0.204,0.9809,positive
62420,0.032,0.706,0.262,0.9485,positive
40688,0.048,0.659,0.293,0.9954,positive
43108,0.061,0.774,0.166,0.8738,neutral
12834,0.128,0.719,0.153,0.5994,negative
45409,0.046,0.881,0.073,0.4854,neutral
18757,0.144,0.82,0.035,-0.6372,negative
51637,0,0.849,0.151,0.8962,positive
43001,0.076,0.816,0.108,0.34,negative
31711,0.026,0.811,0.163,0.9403,positive
52246,0.026,0.815,0.159,0.9827,positive
54956,0,0.55,0.45,0.9055,positive
13206,0.079,0.764,0.157,0.9403,positive
61678,0.017,0.805,0.178,0.8987,positive
12836,0.082,0.742,0.175,0.8519,neutral
32012,0.18,0.746,0.074,-0.9004,negative
57690,0,0.681,0.319,0.9685,positive
59934,0.108,0.826,0.066,-0.5337,negative
46688,0,0.898,0.102,0.7096,neutral
70258,0,0.795,0.205,0.9484,positive
68056,0.07,0.614,0.316,0.822,positive
27690,0.074,0.612,0.314,0.9645,positive
29752,0.025,0.766,0.209,0.9849,positive
63727,0,0.799,0.201,0.982,positive
46949,0.018,0.79,0.193,0.9759,neutral
52297,0.17,0.806,0.024,-0.85,negative
29070,0.063,0.801,0.136,0.9155,negative
31116,0.18,0.77,0.051,-0.9533,negative
43110,0,0.759,0.241,0.9284,positive
62444,0.066,0.934,0,-0.2263,positive
32226,0,0.837,0.163,0.872,positive
33788,0.015,0.815,0.17,0.9725,positive
38942,0.031,0.858,0.111,0.8807,neutral
52317,0,0.848,0.152,0.7717,positive
31735,0.126,0.626,0.248,0.8667,positive
25069,0,0.711,0.289,0.6908,positive
5592,0,0.725,0.275,0.9753,positive
8793,0.061,0.838,0.101,0.7497,positive
15769,0.052,0.791,0.157,0.8669,positive
25093,0.066,0.851,0.083,0.2942,negative
27053,0.116,0.789,0.095,-0.264,negative
6672,0.063,0.726,0.211,0.9799,positive
31165,0.027,0.833,0.141,0.775,negative
45008,0.047,0.676,0.277,0.9899,neutral
600,0,0.799,0.201,0.9875,positive
10889,0.057,0.808,0.135,0.9064,positive
55227,0.026,0.877,0.097,0.8848,negative
70199,0,0.578,0.422,0.9875,positive
4451,0.052,0.819,0.129,0.8778,positive
20683,0.081,0.743,0.176,0.9562,neutral
7011,0,0.75,0.25,0.5178,positive
21890,0,1,0,0,positive
57064,0.038,0.934,0.027,0.102,positive
10526,0.039,0.896,0.065,0.234,negative
18758,0.039,0.816,0.145,0.951,positive
8623,0,0.816,0.184,0.7768,positive
64525,0.093,0.842,0.066,-0.5964,neutral
12465,0.129,0.703,0.168,0.3103,negative
54811,0,0.885,0.115,0.6808,neutral
60416,0.046,0.746,0.208,0.925,positive
32753,0.072,0.865,0.063,-0.2554,negative
56845,0.05,0.762,0.187,0.9291,positive
37311,0.024,0.717,0.258,0.9861,neutral
72038,0.027,0.822,0.151,0.9678,positive
47299,0.088,0.812,0.1,0.273,neutral
13431,0.094,0.704,0.202,0.9556,positive
34055,0.06,0.919,0.021,-0.384,negative
69448,0,0.291,0.709,0.9396,positive
70206,0,0.671,0.329,0.9057,positive
51704,0.028,0.798,0.174,0.9616,positive
13327,0.119,0.814,0.067,-0.7207,negative
71381,0.161,0.773,0.066,-0.9371,negative
31432,0.025,0.857,0.118,0.9509,positive
48796,0,0.877,0.123,0.8892,neutral
65768,0,0.828,0.172,0.9795,positive
53111,0.052,0.839,0.109,0.5994,negative
52519,0.062,0.624,0.313,0.9693,positive
60234,0,0.799,0.201,0.8519,positive
7714,0.07,0.829,0.101,-0.0516,neutral
7831,0.052,0.885,0.062,0.0772,neutral
37532,0.108,0.696,0.195,0.6696,negative
62268,0.098,0.653,0.249,0.7861,positive
69160,0,0.463,0.537,0.9545,positive
13365,0.022,0.877,0.101,0.9268,positive
23357,0.029,0.783,0.188,0.8881,neutral
27899,0,0.899,0.101,0.555,positive
27076,0.1,0.9,0,-0.8953,negative
26722,0.071,0.885,0.043,-0.5316,negative
8725,0.07,0.849,0.081,0.1566,negative
38057,0.011,0.857,0.132,0.954,negative
59187,0.026,0.683,0.291,0.9842,positive
59492,0.033,0.773,0.194,0.9817,neutral
57968,0.019,0.768,0.212,0.982,positive
56111,0.092,0.822,0.086,-0.3523,neutral
63971,0.022,0.795,0.183,0.9427,positive
38540,0.07,0.652,0.278,0.9539,positive
23368,0.189,0.76,0.05,-0.9724,negative
28144,0.132,0.832,0.036,-0.8988,negative
14464,0,0.944,0.056,0.7346,negative
46460,0.014,0.765,0.221,0.9802,neutral
32476,0,0.893,0.107,0.8771,positive
57740,0,0.614,0.386,0.9115,positive
50674,0.03,0.767,0.203,0.8371,neutral
61484,0,0.749,0.251,0.902,positive
37095,0.042,0.846,0.112,0.5826,positive
12457,0.072,0.521,0.407,0.9099,positive
11733,0.028,0.806,0.167,0.9127,neutral
52674,0.109,0.891,0,-0.7044,negative
72116,0,0.545,0.455,0.9242,positive
64632,0.123,0.508,0.368,0.9015,positive
977,0.032,0.767,0.201,0.9244,positive
61170,0,0.87,0.13,0.872,negative
39778,0.033,0.733,0.235,0.9246,negative
17980,0,0.901,0.099,0.899,positive
70778,0.016,0.835,0.149,0.9607,positive
17250,0,0.699,0.301,0.9917,positive
25746,0.02,0.745,0.235,0.9607,positive
47963,0.014,0.861,0.125,0.8658,positive
46899,0.081,0.732,0.187,0.9311,neutral
71491,0.051,0.846,0.104,0.8106,positive
28018,0.099,0.812,0.089,0.1027,negative
11873,0.019,0.884,0.097,0.7919,negative
43932,0.101,0.823,0.076,-0.1366,negative
50416,0,0.667,0.333,0.932,neutral
38028,0.071,0.929,0,-0.0772,negative
9851,0.037,0.908,0.055,-0.2336,negative
47341,0,0.803,0.197,0.954,neutral
68244,0.033,0.799,0.168,0.9541,positive
45863,0.132,0.707,0.16,0.3057,negative
57700,0,0.514,0.486,0.9214,positive
54257,0,1,0,0,positive
60064,0.029,0.681,0.29,0.9904,positive
28776,0.025,0.712,0.262,0.9933,positive
34966,0.102,0.796,0.102,-0.0018,negative
48895,0.05,0.86,0.09,0.5677,neutral
34521,0.14,0.786,0.074,-0.9117,negative
62516,0,1,0,0,positive
52633,0,0.65,0.35,0.9922,positive
2244,0.026,0.913,0.061,0.6221,positive
32378,0.057,0.742,0.201,0.9768,positive
64613,0,0.574,0.426,0.9908,positive
71460,0.034,0.639,0.327,0.9544,positive
20482,0.034,0.764,0.202,0.9679,positive
29328,0.115,0.824,0.061,-0.881,negative
66474,0.124,0.791,0.085,-0.5952,negative
47748,0.076,0.765,0.16,0.9439,neutral
20958,0.013,0.786,0.201,0.9568,neutral
40532,0.09,0.571,0.339,0.7964,positive
66583,0,0.852,0.148,0.6956,neutral
5125,0.059,0.786,0.155,0.534,negative
54013,0.077,0.755,0.167,0.9445,positive
26687,0.111,0.801,0.088,-0.5898,negative
30052,0,0.836,0.164,0.7269,negative
2264,0,0.656,0.344,0.9703,positive
26109,0.088,0.89,0.023,-0.7642,negative
11679,0.02,0.842,0.138,0.9538,positive
37938,0.066,0.855,0.079,0.3515,negative
61836,0.014,0.928,0.058,0.5998,negative
3427,0.053,0.85,0.098,0.8151,negative
35587,0.056,0.804,0.14,0.8609,negative
23517,0,0.766,0.234,0.9422,positive
47708,0.027,0.834,0.139,0.8433,neutral
61334,0.029,0.765,0.206,0.9835,positive
52648,0.103,0.649,0.248,0.9531,negative
61307,0,0.876,0.124,0.7783,positive
8076,0.123,0.725,0.153,0.32,negative
63734,0.032,0.855,0.114,0.8492,positive
62620,0.014,0.643,0.343,0.9898,positive
63643,0.159,0.568,0.272,0.6093,positive
37602,0,0.937,0.063,0.6321,negative
69020,0,0.757,0.243,0.9688,positive
45077,0.066,0.636,0.299,0.9654,positive
46889,0.016,0.736,0.248,0.9903,neutral
62099,0,0.794,0.206,0.9139,positive
49901,0.052,0.715,0.233,0.9831,positive
25402,0.19,0.719,0.091,-0.2905,negative
63433,0,0.78,0.22,0.9758,positive
34677,0.057,0.825,0.118,0.7067,negative
64648,0,0.905,0.095,0.9123,positive
10992,0,0.729,0.271,0.9526,positive
29709,0,0.866,0.134,0.9557,positive
42167,0.057,0.736,0.207,0.8682,positive
68920,0.174,0.719,0.107,-0.68,negative
44769,0.293,0.64,0.068,-0.9119,neutral
9768,0.11,0.89,0,-0.5334,negative
42778,0.142,0.827,0.031,-0.8316,negative
35290,0,0.762,0.238,0.9694,positive
34957,0,0.706,0.294,0.9722,positive
59472,0.149,0.651,0.201,0.4215,negative
48582,0.013,0.926,0.061,0.7028,neutral
59822,0,0.772,0.228,0.9078,positive
4282,0.011,0.642,0.347,0.9976,positive
43341,0,0.606,0.394,0.8313,positive
15659,0.032,0.852,0.116,0.8944,positive
26690,0.218,0.672,0.111,-0.9563,negative
43435,0.063,0.709,0.228,0.8931,neutral
9847,0.037,0.963,0,-0.2406,negative
8432,0.09,0.844,0.066,-0.3851,negative
47556,0.061,0.778,0.161,0.9263,neutral
26719,0.122,0.828,0.05,-0.7763,negative
71317,0,0.835,0.165,0.7717,positive
28860,0,0.806,0.194,0.8466,positive
64948,0.04,0.762,0.198,0.8599,positive
66441,0,0.651,0.349,0.9324,positive
38403,0.025,0.801,0.175,0.8832,positive
46768,0,0.825,0.175,0.8263,neutral
46425,0.008,0.813,0.179,0.9892,positive
63107,0.276,0.529,0.194,-0.1027,positive
8881,0.123,0.647,0.23,0.3903,positive
55282,0.05,0.592,0.358,0.8718,positive
18787,0.037,0.784,0.179,0.948,positive
71964,0,0.705,0.295,0.8934,positive
62196,0,0.805,0.195,0.9516,positive
11575,0,0.846,0.154,0.9179,positive
16667,0.07,0.814,0.116,0.6411,neutral
15534,0.019,0.563,0.418,0.9934,positive
10299,0,0.78,0.22,0.941,positive
44208,0.078,0.768,0.154,0.8225,neutral
28122,0.048,0.897,0.055,0.1027,negative
32798,0.057,0.626,0.317,0.8786,negative
35795,0,0.801,0.199,0.9576,positive
71051,0,0.821,0.179,0.9046,positive
28953,0.06,0.756,0.184,0.8326,negative
28212,0.009,0.869,0.121,0.8902,negative
8968,0.098,0.788,0.114,-0.4039,negative
27777,0.134,0.866,0,-0.5256,negative
58955,0.041,0.898,0.061,0.0821,positive
51210,0,0.774,0.226,0.8999,neutral
71089,0.039,0.788,0.173,0.9801,positive
60908,0,0.764,0.236,0.8582,positive
25677,0.07,0.818,0.112,0.2732,negative
27134,0.058,0.819,0.123,0.8695,negative
25902,0.082,0.545,0.374,0.9911,positive
29177,0.052,0.843,0.105,0.7734,positive
8413,0,0.914,0.086,0.7906,positive
10065,0,0.783,0.217,0.3612,negative
45048,0.038,0.869,0.092,0.8654,neutral
12981,0.037,0.814,0.149,0.9492,positive
22414,0,0.536,0.464,0.9323,positive
22232,0.103,0.802,0.095,0.4019,neutral
19652,0.01,0.848,0.142,0.9458,neutral
179,0,0.855,0.145,0.8975,positive
38280,0.031,0.656,0.314,0.959,positive
7827,0.053,0.699,0.248,0.8785,positive
35630,0.029,0.901,0.07,0.4451,negative
28640,0.146,0.734,0.119,0.2621,negative
8183,0.051,0.812,0.138,0.81,negative
32230,0.066,0.738,0.195,0.8555,neutral
65632,0,0.792,0.208,0.8748,positive
39973,0.071,0.722,0.207,0.8625,negative
65879,0.016,0.785,0.198,0.9287,positive
36571,0.085,0.767,0.147,0.7956,negative
22788,0.059,0.642,0.299,0.8402,neutral
60328,0.047,0.749,0.204,0.9843,positive
24727,0.049,0.842,0.109,0.8741,negative
11900,0.07,0.718,0.213,0.9809,positive
72036,0,0.723,0.277,0.9606,positive
13522,0.023,0.865,0.112,0.7096,positive
58921,0.049,0.819,0.131,0.6996,positive
46024,0,0.729,0.271,0.9953,positive
21180,0,0.905,0.095,0.2481,positive
11906,0.038,0.868,0.094,0.851,neutral
23789,0.027,0.662,0.31,0.9753,positive
43154,0,0.751,0.249,0.7419,positive
58187,0.102,0.877,0.021,-0.881,negative
32212,0,0.762,0.238,0.7777,neutral
49110,0,0.816,0.184,0.9605,positive
9356,0.161,0.691,0.148,-0.0936,positive
25260,0,0.306,0.694,0.8425,positive
2835,0.03,0.842,0.128,0.8781,positive
61111,0.093,0.586,0.321,0.994,neutral
35104,0,0.709,0.291,0.7896,positive
35714,0,0.733,0.267,0.977,positive
37785,0.048,0.752,0.2,0.9612,neutral
49844,0.164,0.836,0,-0.5994,positive
52146,0.023,0.652,0.326,0.9946,positive
481,0.022,0.89,0.088,0.8599,neutral
12403,0.075,0.796,0.128,0.3328,negative
264,0.025,0.887,0.089,0.5574,positive
13514,0.025,0.764,0.211,0.9636,positive
1246,0,0.838,0.162,0.8176,positive
26984,0.137,0.863,0,-0.8953,negative
9199,0.121,0.845,0.034,-0.7156,negative
67120,0.131,0.783,0.086,-0.5279,negative
12493,0.071,0.65,0.279,0.7494,positive
62137,0.022,0.854,0.124,0.9091,positive
61663,0,0.735,0.265,0.921,positive
51964,0.119,0.847,0.034,-0.6187,negative
16840,0.048,0.876,0.076,0.5017,negative
43701,0.065,0.921,0.014,-0.6969,negative
10311,0.203,0.684,0.113,-0.9139,negative
58276,0.094,0.791,0.114,0.6741,positive
22155,0.009,0.774,0.218,0.9887,negative
41545,0.013,0.898,0.089,0.8494,negative
10306,0.122,0.845,0.034,-0.6419,negative
2978,0.039,0.826,0.134,0.9325,positive
54415,0,0.734,0.266,0.8271,positive
5537,0.07,0.822,0.108,0.8076,negative
32831,0.028,0.76,0.212,0.9549,positive
69816,0,0.744,0.256,0.8655,positive
27098,0.135,0.823,0.042,-0.8597,negative
61621,0.04,0.713,0.248,0.9718,positive
43503,0.112,0.717,0.171,0.6773,neutral
64079,0.075,0.86,0.065,-0.3508,positive
7547,0,0.511,0.489,0.9081,negative
4089,0.047,0.83,0.123,0.8997,positive
11843,0.028,0.788,0.183,0.9671,positive
26459,0.08,0.741,0.178,0.49,positive
45090,0.044,0.849,0.107,0.5927,positive
22575,0.067,0.81,0.122,0.7439,negative
29615,0,0.585,0.415,0.946,positive
41230,0.036,0.632,0.332,0.991,positive
31740,0,0.639,0.361,0.9678,positive
52462,0,0.735,0.265,0.9872,positive
38208,0.114,0.811,0.074,-0.6586,negative
896,0.023,0.768,0.208,0.9877,positive
26388,0.098,0.78,0.122,0.2617,positive
24820,0.17,0.76,0.07,-0.8725,negative
54983,0.058,0.759,0.183,0.7003,neutral
5151,0.022,0.784,0.194,0.9873,positive
33080,0.073,0.791,0.136,0.594,negative
48221,0,0.838,0.162,0.7003,neutral
48704,0.082,0.733,0.185,0.9497,neutral
16551,0,0.725,0.275,0.8745,positive
17055,0.055,0.763,0.182,0.857,negative
47424,0.056,0.844,0.099,0.6465,neutral
62096,0,0.914,0.086,0.2247,positive
11478,0.156,0.65,0.194,0.418,positive
30122,0.029,0.886,0.085,0.6249,negative
57599,0,0.861,0.139,0.4404,positive
17607,0.037,0.778,0.185,0.8825,negative
38128,0.043,0.715,0.242,0.9863,negative
27659,0.092,0.693,0.216,0.9112,positive
64176,0.099,0.777,0.124,-0.0772,positive
69547,0,0.731,0.269,0.9633,positive
6932,0.026,0.834,0.14,0.9535,neutral
52019,0.113,0.887,0,-0.6369,negative
48338,0.074,0.838,0.089,0.5248,neutral
49386,0.021,0.775,0.204,0.9577,positive
37201,0.032,0.817,0.151,0.9278,positive
67352,0.134,0.729,0.137,-0.0943,positive
28678,0.132,0.798,0.07,-0.8074,negative
59353,0,0.894,0.106,0.474,positive
11249,0,0.767,0.233,0.9728,neutral
35541,0.068,0.812,0.12,0.3818,positive
46905,0.036,0.744,0.22,0.984,positive
60132,0,0.474,0.526,0.8748,positive
48067,0.061,0.857,0.081,0.5455,positive
63195,0,0.733,0.267,0.9744,positive
26832,0.239,0.656,0.105,-0.9708,negative
25493,0.011,0.966,0.022,0.2846,negative
42474,0.071,0.671,0.258,0.9498,positive
2654,0,0.955,0.045,0.4215,negative
44552,0.102,0.898,0,-0.5767,neutral
65954,0.018,0.861,0.121,0.913,positive
5720,0,0.863,0.137,0.9585,neutral
64574,0,0.745,0.255,0.9694,positive
23941,0.217,0.731,0.052,-0.8347,negative
66908,0.094,0.807,0.099,0.09,neutral
32624,0.054,0.858,0.088,0.4765,positive
28239,0.147,0.749,0.104,-0.8558,negative
43441,0,0.759,0.241,0.7684,negative
70682,0.051,0.88,0.069,-0.4723,positive
34696,0.084,0.663,0.252,0.9313,positive
21523,0.028,0.579,0.393,0.9616,positive
28329,0.09,0.793,0.117,0.5888,negative
42709,0,0.796,0.204,0.8591,positive
52819,0,0.68,0.32,0.8957,positive
10305,0,0.823,0.177,0.9571,neutral
72268,0.022,0.866,0.113,0.6482,positive
71265,0,0.822,0.178,0.9365,neutral
71843,0,0.916,0.084,0.4927,positive
51355,0.051,0.785,0.164,0.9601,positive
60334,0.101,0.809,0.09,0.1345,positive
15906,0.044,0.674,0.282,0.9062,positive
20597,0.038,0.883,0.079,0.2617,neutral
13268,0.029,0.867,0.104,0.824,positive
5243,0,0.726,0.274,0.9727,positive
61021,0,0.875,0.125,0.9249,positive
12389,0,0.751,0.249,0.8625,positive
54484,0.033,0.78,0.188,0.8844,positive
9218,0.073,0.699,0.227,0.6597,negative
64559,0.02,0.762,0.219,0.9778,neutral
21653,0.029,0.824,0.147,0.969,neutral
45226,0.066,0.787,0.147,0.5255,neutral
24271,0.204,0.768,0.028,-0.9209,negative
18549,0.042,0.875,0.083,0.4201,negative
42062,0.019,0.62,0.36,0.9753,positive
48854,0.01,0.832,0.158,0.9799,neutral
62752,0.032,0.618,0.351,0.9646,positive
8025,0,1,0,0,positive
48194,0,0.68,0.32,0.9879,neutral
42827,0,0.528,0.472,0.981,positive
21080,0.044,0.757,0.199,0.9841,neutral
32429,0,0.867,0.133,0.9056,positive
67670,0,0.907,0.093,0.8511,positive
49808,0.03,0.716,0.255,0.964,neutral
25600,0.122,0.761,0.117,-0.1124,negative
66822,0.046,0.812,0.142,0.8881,positive
47924,0.015,0.901,0.084,0.8555,neutral
7379,0,0.616,0.384,0.897,positive
59811,0,0.771,0.229,0.8687,positive
49585,0.025,0.77,0.205,0.9688,neutral
12234,0,0.773,0.227,0.9756,positive
22779,0.033,0.836,0.132,0.7214,neutral
36214,0.072,0.802,0.126,0.5857,negative
49512,0.027,0.763,0.21,0.9843,neutral
18520,0.112,0.743,0.145,0.6187,negative
15779,0.084,0.916,0,-0.7149,positive
27643,0.02,0.833,0.146,0.9391,positive
64322,0.099,0.737,0.164,0.3711,positive
48808,0,0.862,0.138,0.9787,neutral
14646,0.119,0.704,0.177,0.6581,neutral
8591,0,0.762,0.238,0.8002,positive
35885,0,0.658,0.342,0.9531,positive
6927,0,0.786,0.214,0.8999,positive
2010,0.155,0.79,0.056,-0.9065,neutral
61984,0.018,0.803,0.179,0.9062,positive
42597,0.04,0.845,0.115,0.8588,positive
66158,0,0.906,0.094,0.6416,negative
67260,0.043,0.71,0.247,0.9821,positive
